Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Block_Name,School_Management_Id,School_Management_Name,School_Category_Id,School_Category_Name,Academic_Qualification_Id,Academic_Qualification_Name,Professional_Qualification_Id,Professional_Qualification_Name,Only_Pre_Primary_Male,Only_Pre_Primary_Female,Pre_Primary_and_Primary_Male,Pre_Primary_and_Primary_Female,Only_Primary_Male,Only_Primary_Female,Primary_and_Upperprimary_Male,Primary_and_Upperprimary_Female,Only_Upperprimary_Male,Only_Upperprimary_Female,Upperprimary_and_Secondary_Male,Upperprimary_and_Secondary_Female,Only_Secondary_Male,Only_Secondary_Female,Secondary_and_Highersecondary_Male,Secondary_and_Highersecondary_Female,Only_Highersecondary_Male,Only_Highersecondary_Female,Total_Teacher,Total_Male,Total_Female
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,1,PS (I-V),2,Secondary,6,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,1,PS (I-V),2,Secondary,6,None,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,12,Department of Education,4,UPS (VI-VIII),2,Secondary,6,None,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),2,Secondary,7,Diploma/degree in special education,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,21
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,12,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,18
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,10,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,29
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,12
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,12,Department of Education,4,UPS (VI-VIII),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,9,7,2
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,1,PS (I-V),3,Higher secondary,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,1,PS (I-V),3,Higher secondary,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),3,Higher secondary,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,1,PS (I-V),3,Higher secondary,2,Bachelor of Elementary Education (B.El.Ed.),0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),3,Higher secondary,3,B.Ed. or equivalent,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,1,PS (I-V),3,Higher secondary,3,B.Ed. or equivalent,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),3,Higher secondary,4,M.Ed. or equivalent,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,12,Department of Education,1,PS (I-V),3,Higher secondary,5,Others,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,12,Department of Education,1,PS (I-V),3,Higher secondary,5,Others,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,1,PS (I-V),3,Higher secondary,5,Others,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,1,PS (I-V),3,Higher secondary,6,None,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,12,Department of Education,4,UPS (VI-VIII),3,Higher secondary,6,None,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,4,2
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,5,3
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,6,4,2
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,4,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,6,5,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,7,4,3
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,9,7,2
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,4,UPS (VI-VIII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,4,UPS (VI-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,4,UPS (VI-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,12,Department of Education,1,PS (I-V),4,Graduate,5,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,1,PS (I-V),4,Graduate,5,Others,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,4,2
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,4,UPS (VI-VIII),4,Graduate,5,Others,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,4,UPS (VI-VIII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,12,Department of Education,1,PS (I-V),4,Graduate,6,None,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,12,Department of Education,1,PS (I-V),4,Graduate,6,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,1,PS (I-V),4,Graduate,6,None,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,12,Department of Education,1,PS (I-V),4,Graduate,6,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,1,PS (I-V),4,Graduate,6,None,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,12,Department of Education,4,UPS (VI-VIII),4,Graduate,6,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,1,PS (I-V),4,Graduate,7,Diploma/degree in special education,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,12,Department of Education,1,PS (I-V),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,12,Department of Education,1,PS (I-V),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,4,2
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,1,PS (I-V),5,Post graduate,3,B.Ed. or equivalent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,12,Department of Education,4,UPS (VI-VIII),5,Post graduate,5,Others,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,15,Department of Education,5,HSS (VI-XII),1,Below Secondary,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,15,Department of Education,5,HSS (VI-XII),1,Below Secondary,5,Others,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,15,Department of Education,7,SS (VI-X),1,Below Secondary,5,Others,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,15,Department of Education,7,SS (VI-X),1,Below Secondary,5,Others,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,15,Department of Education,5,HSS (VI-XII),1,Below Secondary,6,None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,15,Department of Education,5,HSS (VI-XII),1,Below Secondary,6,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,15,Department of Education,5,HSS (VI-XII),1,Below Secondary,6,None,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,15,Department of Education,5,HSS (VI-XII),2,Secondary,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,15,Department of Education,5,HSS (VI-XII),2,Secondary,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,15,Department of Education,5,HSS (VI-XII),2,Secondary,3,B.Ed. or equivalent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,2,1
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,5,HSS (VI-XII),2,Secondary,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,5,HSS (VI-XII),2,Secondary,6,None,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,15,Department of Education,5,HSS (VI-XII),2,Secondary,6,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,15,Department of Education,1,PS (I-V),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,15,Department of Education,5,HSS (VI-XII),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,5,HSS (VI-XII),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,7,SS (VI-X),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
